时间,微压差
62.1,216
62.2,217
62.4,217
62.6,217
62.7,217
63,217
63.1,217
63.2,217
63.4,217
63.5,217
63.6,217
63.8,181
63.9,181
64,182
64.3,183
64.4,183
64.6,184
64.7,184
65,185
65.2,187
65.4,187
65.6,187
65.7,187
66,187
66.2,189
66.4,190
66.6,190
66.7,191
66.9,191
67.1,191
67.3,191
67.4,192
67.6,192
67.8,193
67.9,193
68.1,194
68.3,194
68.4,194
68.6,194
68.7,194
68.9,196
69.2,196
69.4,198
69.6,198
69.7,198
69.9,198
70.1,198
70.2,198
70.4,198
70.6,200
70.7,200
70.9,201
71.2,201
71.4,201
71.6,201
71.7,201
72,202
72.2,203
72.4,204
72.6,204
72.7,204
72.9,204
73.2,205
73.4,206
73.6,207
73.8,207
73.9,207
74.1,207
74.3,207
74.4,207
74.6,207
74.8,207
74.9,207
75.1,209
75.2,209
75.4,210
75.6,210
75.8,210
75.9,210
76.2,210
76.4,211
76.6,212
76.8,212
76.9,213
77.1,213
77.3,213
77.4,213
77.6,213
77.8,213
77.9,214
78.1,214
78.2,215
78.4,215
78.6,215
78.8,215
78.9,216
79.1,217
79.2,217
79.4,217
79.6,217
79.7,217
79.9,217
80.1,217
80.2,217
80.4,217
80.6,217
80.7,185
80.9,185
81.1,187
81.2,187
81.4,187
81.6,187
81.7,187
81.9,187
82.1,189
82.2,189
82.5,190
82.7,191
82.9,191
83.1,192
83.2,192
83.4,192
83.6,193
83.7,193
83.9,195
84.1,195
84.2,195
84.5,195
84.7,195
85,196
85.2,198
85.4,198
85.6,199
85.7,199
85.9,199
86.1,199
86.2,199
86.5,199
86.7,200
86.9,201
87.1,201
87.2,201
87.4,201
87.6,201
87.8,201
87.9,202
88.2,204
88.4,205
88.7,205
88.9,205
89.1,205
89.2,205
89.4,206
89.6,207
89.8,207
89.9,207
90.1,207
90.2,207
90.4,207
90.6,207
90.8,208
90.9,208
91.1,209
91.2,211
91.4,211
91.6,211
91.7,211
91.9,211
92.1,211
92.2,211
92.4,211
92.6,212
92.7,212
92.9,213
93.1,213
93.2,213
93.4,213
93.7,214
93.9,214
94.1,214
94.2,214
94.4,214
94.6,214
94.8,214
94.9,214
95.1,214
95.2,214
95.5,186
95.7,187
95.9,187
96.1,187
96.2,187
96.4,187
96.6,188
96.8,189
96.9,189
97.1,191
97.2,192
97.4,192
97.7,192
97.9,192
98.1,192
98.2,192
98.4,194
98.7,195
98.9,195
99.1,195
99.2,195
99.5,195
99.7,196
100,198
100,2         199
100,4         199
100,6         199
100,7         199
100,9         199
101,1         200
101,3         200
101,4         201
101,6         201
101,7         201
101,9         201
102,1         201
102,2         201
102,4         201
102,6         202
102,7         204
102,9         204
103,1         205
103,3         205
103,4         205
103,7         205
103,9         205
104,1         206
104,2         206
104,4         207
104,6         207
104,7         207
104,9         207
105,1         207
105,2         207
105,5         208
105,7         209
106,210
106,2         211
106,4         211
106,6         211
106,7         211
107,211
107,2         212
107,5         213
107,7         213
107,9         213
108,2         213
108,4         213
108,7         214
108,9         216
109,1         216
109,3         216
109,4         216
109,7         216
109,9         217
110,1         217
110,3         217
110,4         217
110,6         217
110,7         217
110,9         217
111,1         217
111,2         217
111,4         187
111,6         189
111,7         189
111,9         190
112,1         190
112,2         190
112,4         190
112,6         191
112,7         191
112,9         193
113,1         193
113,2         194
113,5         194
113,7         194
113,9         194
114,1         194
114,2         194
114,4         196
114,6         198
114,7         198
114,9         198
115,1         198
115,2         198
115,4         198
115,6         198
115,7         198
115,9         200
116,2         201
116,4         201
116,7         201
116,9         201
117,1         201
117,3         201
117,4         203
117,6         204
117,7         204
117,9         204
118,2         204
118,4         205
118,7         206
118,9         207
119,2         207
119,4         207
119,7         207
119,9         207
120,2         208
120,4         209
120,6         210
120,8         210
120,9         210
121,1         210
121,2         210
121,4         211
121,6         212
121,8         212
121,9         213
122,1         213
122,3         213
122,4         213
122,6         213
122,7         213
122,9         214
123,1         214
123,3         214
123,4         214
123,6         214
123,8         214
123,9         214
124,1         214
124,2         214
124,4         181
124,6         183
124,8         183
124,9         183
125,1         183
125,2         184
125,4         184
125,6         184
125,7         185
126,187
126,2         188
126,4         188
126,6         188
126,7         188
127,188
127,2         189
127,4         190
127,7         192
127,9         192
128,1         192
128,3         192
128,5         192
128,7         193
128,9         194
129,1         194
129,4         196
129,6         196
129,9         196
130,1         196
130,4         197
130,6         199
130,8         200
131,200
131,2         200
131,3         200
131,5         200
131,7         200
131,9         200
132,1         200
132,3         156
132,5         156
132,7         156
132,8         156
133,156
133,2         156
133,3         156
133,6         156
133,8         156
134,1         97
134,3         97
134,5         97
134,7         97
134,8         97
135,97
135,2         97
135,3         97
135,5         60
135,7         64
135,8         64
136,69
136,3         77
136,5         82
136,7         92
136,8         92
137,107
137,2         107
137,3         124
137,5         135
137,7         135
137,8         143
138,143
138,2         149
138,3         152
138,6         156
138,8         158
139,158
139,2         161
139,3         161
139,5         165
139,7         166
139,8         166
140,167
140,2         168
140,4         168
140,6         170
140,8         172
141,174
141,2         174
141,3         174
141,5         175
141,8         176
142,178
142,3         181
142,5         181
142,8         182
143,183
143,2         183
143,3         184
143,5         184
143,7         186
143,9         187
144,1         188
144,3         188
144,5         188
144,8         189
145,190
145,2         193
145,3         194
145,6         194
145,8         194
146,194
146,2         195
146,3         195
146,5         197
146,8         198
147,199
147,2         199
147,3         199
147,5         200
147,7         201
147,8         201
148,201
148,2         203
148,3         204
148,5         204
148,7         204
148,9         204
149,1         205
149,3         207
149,5         207
149,7         208
149,8         209
150,1         209
150,3         209
150,6         209
150,8         210
151,212
151,2         213
151,4         213
151,6         213
151,8         214
152,214
152,2         216
152,4         216
152,6         217
152,9         218
153,1         218
153,4         218
153,6         218
153,8         220
154,222
154,2         222
154,3         222
154,5         222
154,7         222
154,8         222
155,224
155,2         224
155,4         225
155,6         226
155,8         226
156,226
156,2         226
156,3         226
156,5         226
156,7         226
156,8         226
157,226
157,2         196
157,3         196
157,5         198
157,7         199
157,8         199
158,200
158,2         203
158,4         203
158,6         204
158,8         204
159,205
159,2         205
159,3         205
159,6         207
159,8         208
160,1         209
160,3         209
160,6         209
160,8         210
161,210
161,2         212
161,3         212
161,6         213
161,8         213
162,1         213
162,3         213
162,6         214
162,8         216
163,1         216
163,3         216
163,6         216
163,8         217
164,219
164,3         220
164,5         220
164,7         220
164,8         220
165,220
165,2         220
165,3         222
165,5         223
165,7         223
165,8         224
166,224
166,3         224
166,5         224
166,7         224
166,8         225
167,225
167,3         226
167,5         226
167,7         226
167,8         226
168,226
168,2         226
168,3         226
168,5         226
168,7         193
168,9         193
169,1         193
169,3         194
169,6         194
169,8         196
170,198
170,2         198
170,3         198
170,5         198
170,7         198
170,8         198
171,199
171,2         199
171,3         201
171,5         202
171,8         202
172,202
172,3         202
172,5         203
172,7         204
172,9         205
173,1         206
173,3         206
173,5         206
173,7         206
173,8         206
174,207
174,2         208
174,3         208
174,5         209
174,7         209
174,8         209
175,209
175,2         209
175,3         209
175,5         210
175,7         212
175,9         212
176,1         212
176,3         212
176,6         212
176,8         213
177,214
177,2         214
177,3         215
177,6         215
177,8         215
178,215
178,2         215
178,3         216
178,5         216
178,7         217
178,8         217
179,218
179,2         218
179,3         218
179,6         218
179,8         218
180,1         219
180,3         219
180,5         219
180,8         219
181,219
181,2         219
181,3         219
181,5         190
181,8         192
182,192
182,2         192
182,3         192
182,5         193
182,8         194
183,196
183,2         196
183,3         197
183,5         197
183,7         197
183,8         197
184,197
184,2         198
184,3         198
184,5         199
184,8         200
185,200
185,2         200
185,3         200
185,5         200
185,7         201
185,8         201
186,1         203
186,3         204
186,5         204
186,7         204
186,8         204
187,204
187,2         204
187,3         205
187,5         207
187,7         207
187,8         207
188,1         207
188,3         207
188,5         207
188,8         209
189,210
189,2         210
189,4         210
189,6         210
189,8         210
190,1         210
190,3         211
190,5         212
190,7         213
190,9         213
191,1         213
191,3         213
191,5         213
191,7         214
191,8         214
192,1         215
192,3         215
192,5         215
192,7         215
192,8         215
193,216
193,3         218
193,5         218
193,7         218
193,8         218
194,1         218
194,3         218
194,5         219
194,7         219
194,8         220
195,1         221
195,3         221
195,5         221
195,7         221
195,8         222
196,1         222
196,3         223
196,5         223
196,7         223
196,8         223
197,1         223
197,3         223
197,5         223
197,7         191
197,8         191
198,192
198,2         192
198,4         192
198,6         192
198,8         193
199,195
199,3         196
199,5         196
199,7         196
199,8         196
200,197
200,2         197
200,4         198
200,6         200
200,9         200
201,1         200
201,3         200
201,5         200
201,7         201
201,8         202
202,202
202,2         204
202,3         204
202,6         204
202,8         204
203,204
203,2         205
203,3         205
203,5         207
203,7         207
203,8         207
204,207
204,2         207
204,3         207
204,6         207
204,8         208
205,210
205,2         210
205,3         210
205,5         210
205,7         210
205,8         210
206,210
206,2         211
206,3         212
206,5         212
206,7         212
206,8         212
207,212
207,2         212
207,3         212
207,5         212
207,7         212
207,9         22
208,1         7
208,3         7
208,6月7日
208,8月7日
209,1         106
209,3         120
209,6         120
209,8        -122
210,-148
210,2        -148
210,3        -159
210,5        -176
210,7        -192
210,8        -192
211,-192
211,2        -203
211,3        -214
211,5        -214
211,8        -214
212,-214
212,3        -214
212,5        -214
212,8        -214
213,-80
213,2        -87
213,3        -87
213,6        -87
213,8        -87
214,-87
214,2        -87
214,3        -87
214,5        -87
214,7        -87
214,8         23
215,45
215,2         68
215,3         68
215,5         88
215,7         88
215,8         100
216,100
216,2         108
216,3         114
216,5         119
216,7         119
216,8         124
217,126
217,2         126
217,3         128
217,5         128
217,7         130
217,8         130
218,132
218,2         135
218,3         135
218,5         136
218,7         137
218,8         137
219,1         137
219,3         137
219,5         137
219,8         137
220,137
220,2         117
220,3         117
220,6         133
220,8         133
221,1         133
221,3         133
221,5         133
221,7         133
221,9         133
222,1         116
222,3         116
222,6        -69
222,8        -69
223,-69
223,2        -69
223,3        -69
223,5        -69
223,7        -69
223,8        -69
224,-69
224,3         102
224,5         102
224,8         102
226,2        -55
226,3        -55
226,5        -55
226,7        -55
226,8         106
227,165
227,2         165
227,3         203
227,5         203
227,7         225
227,8         225
228,225
228,2         225
228,3         225
228,5         225
228,8         225
229,225
229,2         218
229,3         220
229,5         220
229,7         222
229,8         222
230,224
230,2         225
230,4         225
230,6         225
230,9         225
231,1         225
231,3         225
231,6         225
231,8         225
232,1         225
232,3         211
232,5         213
232,7         214
232,8         214
233,1         215
233,3         215
233,5         215
233,7         215
233,8         216
234,1         218
234,3         219
234,5         219
234,7         219
234,8         219
235,219
235,2         220
235,3         220
235,5         221
235,7         223
235,8         223
236,224
236,2         224
236,4         224
236,6         224
236,8         224
237,224
237,2         224
237,3         224
237,5         224
237,7         224
237,8         224
238,224
238,2         224
238,3         198
238,5         200
238,8         201
239,202
239,3         203
239,5         203
239,7         203
239,8         205
240,205
240,3         207
240,5         207
240,7         207
240,8         207
241,207
241,2         209
241,3         209
241,5         211
241,8         212
242,212
242,3         212
242,5         213
242,7         214
242,8         214
243,216
243,2         216
243,3         216
243,5         216
243,7         216
243,8         216
244,218
244,2         218
244,3         220
244,5         221
244,7         221
244,8         221
245,221
245,2         221
245,3         222
245,5         223
245,7         223
245,8         224
246,224
246,2         224
246,3         224
246,5         224
246,7         224
246,8         224
247,224
247,2         224
247,4         224
247,6         190
247,8         190
248,191
248,2         192
248,3         192
248,6         193
248,8         195
249,196
249,2         196
249,3         196
249,6         196
249,8         197
250,198
250,2         198
250,3         200
250,5         200
250,8         200
251,201
251,2         201
251,3         201
251,5         203
251,8         203
252,205
252,3         205
252,5         205
252,7         205
252,8         205
253,206
253,2         208
253,3         208
253,5         208
253,8         208
254,209
254,2         209
254,3         209
254,5         211
254,7         212
254,9         212
255,1         212
255,3         212
255,5         212
255,8         214
256,216
256,1         216
256,4         216
256,5         216
256,6         216
256,8         216
257,216
257,2         216
257,3         216
257,6         218
257,8         219
258,220
258,1         220
258,4         220
258,5         220
258,6         220
258,8         220
259,1         220
259,3         220
259,5         220
259,6         220
259,9         220
260,220
260,1         220
260,3         186
260,6         188
260,8         189
261,189
261,1         189
261,3         189
261,5         189
261,6         190
261,8         192
262,194
262,1         194
262,3         194
262,5         194
262,6         194
262,8         194
263,194
263,1         196
263,4         198
263,5         198
263,6         198
263,8         198
264,198
264,1         198
264,3         198
264,5         199
264,7         200
264,8         200
265,201
265,1         201
265,4         201
265,5         201
265,6         201
265,9         202
266,203
266,1         203
266,3         205
266,5         205
266,6         205
266,8         205
267,205
267,2         205
267,3         206
267,5         207
267,7         207
267,8         209
268,209
268,1         209
268,3         209
268,5         209
268,6         209
268,9         210
269,210
269,1         211
269,3         211
269,5         212
269,6         212
269,9         212
270,212
270,1         212
270,3         212
270,5         214
270,6         214
270,8         216
271,216
271,1         216
271,3         216
271,5         216
271,6         216
271,8         216
272,218
272,2         218
272,3         218
272,5         218
272,7         218
272,8         218
273,218
273,1         218
273,3         220
273,6         222
273,8         222
274,222
274,1         222
274,3         222
274,5         222
274,6         222
274,8         224
275,224
275,1         224
275,3         224
275,6         224
275,8         224
276,224
276,2         224
276,3         224
276,5         183
276,6         183
276,9         184
277,185
277,1         185
277,3         185
277,6         186
277,8         188
278,189
278,2         189
278,3         190
278,5         190
278,6         190
278,8         190
279,190
279,1         191
279,3         192
279,5         192
279,6         194
279,8         194
280,194
280,2         194
280,3         194
280,5         194
280,6         196
280,8         196
281,197
281,1         198
281,3         198
281,5         198
281,6         198
281,9         198
282,198
282,1         198
282,3         200
282,5         201
282,6         201
282,8         201
283,1         201
283,3         201
283,5         202
283,7         202
283,8         203
284,204
284,1         204
284,3         204
284,5         204
284,6         205
284,8         205
285,205
285,1         207
285,3         208
285,5         208
285,7         208
285,8         208
286,208
286,2         208
286,3         208
286,6         209
286,8         210
287,211
287,1         211
287,4         211
287,5         211
287,6         211
287,8         211
288,1         212
288,3         214
288,6         214
288,8         214
289,214
289,2         214
289,3         215
289,6         216
289,8         217
290,217
290,2         217
290,3         217
290,6         217
290,8         218
291,218
291,2         220
291,3         220
291,5         220
291,6         220
291,8         220
292,220
292,1         220
292,3         222
292,5         222
292,6         222
292,8         223
293,223
293,1         223
293,3         223
293,5         223
293,6         223
293,8         224
294,1         225
294,3         225
294,5         225
294,6         225
294,8         225
295,225
295,1         225
295,3         225
295,5         225
295,6         225
295,8         200
296,200
296,2         200
296,3         200
296,5         200
296,6         201
296,9         203
297,203
297,1         204
297,4         204
297,5         204
297,6         205
297,9         205
298,205
298,1         207
298,3         207
298,5         208
298,6         208
298,8         209
299,1         209
299,3         209
299,5         209
299,6         209
299,8         211
300,212
300,1         212
300,3         212
300,5         212
300,7         212
300,8         212
301,213
301,1         213
301,3         215
301,5         215
301,6         215
301,8         215
302,215
302,2         215
302,3         216
302,5         217
302,7         217
302,8         217
303,219
303,1         219
303,3         219
303,5         219
303,6         219
303,9         220
304,220
304,1         221
304,4         222
304,5         222
304,6         222
304,8         222
305,222
305,1         222
305,3         222
305,5         224
305,6         224
305,9         224
306,224
306,1         224
306,4         224
306,5         224
306,6         224
306,8         224
307,1         196
307,3         197
307,5         197
307,6         197
307,9         198
308,198
308,1         198
308,3         200
308,6         200
308,8         201
309,201
309,1         201
309,3         201
309,5         201
309,6         201
309,8         202
310,204
310,1         204
310,3         205
310,5         205
310,6         205
310,9         205
311,205
311,1         205
311,3         207
311,5         208
311,7         208
311,8         209
312,209
312,1         209
312,3         209
312,5         209
312,6         209
312,8         211
313,212
313,1         212
313,3         212
313,5         212
313,6         212
313,8         212
314,212
314,1         212
314,3         212
314,5         214
314,6         215
314,8         215
315,215
315,1         215
315,3         215
315,5         216
315,7         217
315,8         217
316,218
316,1         218
316,3         218
316,5         218
316,6         218
316,8         218
317,218
317,2         218
317,3         220
317,5         221
317,6         221
317,9         221
318,221
318,1         221
318,3         222
318,5         222
318,6         222
318,8         224
319,224
319,1         224
319,3         224
319,5         224
319,6         224
319,9         224
320,224
320,1         224
320,3         224
320,6         197
320,8         197
321,1         198
321,3         198
321,5         199
321,6         199
321,8         201
322,201
322,1         201
322,3         201
322,5         201
322,6         201
322,8         202
323,1         203
323,3         205
323,5         205
323,6         205
323,8         205
324,205
324,2         205
324,3         206
324,5         206
324,6         207
324,8         209
325,209
325,2         209
325,3         209
325,5         209
325,6         209
325,8         209
326,209
326,2         211
326,3         211
326,5         211
326,6         211
326,8         211
327,1         211
327,3         212
327,5         214
327,7         215
327,8         215
328,215
328,1         215
328,3         215
328,5         215
328,6         215
328,8         216
329,217
329,1         217
329,3         218
329,5         218
329,7         218
329,8         218
330,218
330,1         218
330,3         218
330,5         220
330,7         221
330,8         221
331,1         221
331,3         221
331,5         221
331,6         221
331,8         222
332,223
332,1         223
332,3         223
332,5         223
332,6         223
332,8         223
333,223
333,1         223
333,3         223
333,5         195
333,6         195
333,9         196
334,196
334,1         196
334,4         196
334,5         198
334,6         198
334,8         200
335,200
335,1         200
335,3         200
335,5         200
335,6         200
335,9         200
336,200
336,1         201
336,4         203
336,5         203
336,6         203
336,9         203
337,203
337,1         203
337,4         205
337,5         205
337,6         206
337,9         207
338,207
338,1         207
338,4         207
338,5         207
338,6         207
338,9         207
339,208
339,1         208
339,3         209
339,5         210
339,6         210
339,8         210
340,210
340,1         210
340,3         211
340,5         212
340,6         212
340,8         213
341,213
341,1         213
341,3         213
341,5         213
341,6         213
341,8         214
342,214
342,1         215
342,3         216
342,5         216
342,6         216
342,9         216
343,216
343,1         216
343,3         216
343,5         217
343,6         217
343,8         219
344,219
344,1         219
344,4         219
344,5         219
344,6         219
344,8         220
345,1         221
345,3         222
345,6         222
345,8         222
346,1         222
346,3         223
346,6         223
346,8         223
347,1         223
347,3         223
347,5         223
347,6         223
347,8         198
348,1         200
348,3         200
348,6         200
348,8         200
349,200
349,1         201
349,3         201
349,6         203
349,8         203
350,203
350,1         203
350,3         203
350,6         204
350,8         205
351,207
351,2         207
351,3         207
351,5         207
351,6         207
351,8         207
352,207
352,1         208
352,3         208
